"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Automated classification of urine biomarkers to diagnose pancreatic cancer using 1-D convolutional neural networks","https://scispace.com/paper/automated-classification-of-urine-biomarkers-to-diagnose-1pmhhyka","2023","Journal Article","Journal of Biological Engineering","Mohamed Esmail Karar
Nawal El-Fishawy
Marwa A. Radad","10.1186/s13036-023-00340-0","https://scispace.com/pdf/automated-classification-of-urine-biomarkers-to-diagnose-1pmhhyka.pdf","Abstract Background Early diagnosis of Pancreatic Ductal Adenocarcinoma (PDAC) is the main key to surviving cancer patients. Urine proteomic biomarkers which are creatinine, LYVE1, REG1B, and TFF1 present a promising non-invasive and inexpensive diagnostic method of the PDAC. Recent utilization of both microfluidics technology and artificial intelligence techniques enables accurate detection and analysis of these biomarkers. This paper proposes a new deep-learning model to identify urine biomarkers for the automated diagnosis of pancreatic cancers. The proposed model is composed of one-dimensional convolutional neural networks (1D-CNNs) and long short-term memory (LSTM). It can categorize patients into healthy pancreas, benign hepatobiliary disease, and PDAC cases automatically. Results Experiments and evaluations have been successfully done on a public dataset of 590 urine samples of three classes, which are 183 healthy pancreas samples, 208 benign hepatobiliary disease samples, and 199 PDAC samples. The results demonstrated that our proposed 1-D CNN + LSTM model achieved the best accuracy score of 97% and the area under curve (AUC) of 98% versus the state-of-the-art models to diagnose pancreatic cancers using urine biomarkers. Conclusion A new efficient 1D CNN-LSTM model has been successfully developed for early PDAC diagnosis using four proteomic urine biomarkers of creatinine, LYVE1, REG1B, and TFF1. This developed model showed superior performance on other machine learning classifiers in previous studies. The main prospect of this study is the laboratory realization of our proposed deep classifier on urinary biomarker panels for assisting diagnostic procedures of pancreatic cancer patients. ","study are presented in Sects. ""Medical data"" and ""1D Convolutional Neural Network"", respectively. At the end of the paper, the conclusion and future directions of this research work are given in Section ""Long short-term memory layer"". Related Works:
 This section explores how AI can support early diagnosis of PDAC using different diagnostic methods. We focus on early diagnosis systems based on urine proteomic biomarkers because it is the ultimate goal of this study. A population-based study made by Lee et al.   represented a predictive model for the early screening of high-risk patients. They accredited that their diagnostic model will support medical care community to know the risk of pancreatic cancer. Their study was built on Taiwan Health Insurance Database (NHIRD). They used four models including logistic regression (LR), deep neural networks DNN, ensemble learning, and voting ensemble to develop their predictive model. The model achieved accuracy ranging from 73 to 75%, and the area under curve (AUC) from 0.71 to 0.76. Related Works:
 Many studies have utilized AI techniques to assist radiologists with interpreting medical images. Liang et al.  developed a CNN model for auto-segmentation of pancreatic gross tumor volume (GTV) in multiparametric MRI. They employed a square window-based CNN architecture with three convolutional layer blocks for automatic segmentation of the pancreatic GTV. They achieved mean values and standard deviations of the performance metrics on the test set as, dice similarity coefficient (DSC) = 0.73 ± 0.09 and mean surface distance (MSD) = 1.82 ± 0.84 mm. Chen et al.  validated a new deep learning (DL)-based tool to detect pancreatic cancer on CT scans with reasonable sensitivity for tumors smaller than 2 cm. Their DL tool distinguished between CT malignant and control studies with 89.7% sensitivity, 92.8% specificity, and 0.95 AUC. In addition, the EUS imaging modality needs real-time decision support to differentiate between pancreatic cancer (PC) and non-pancreatic cancer (NPC) lesions. Tian et al.  suggested that the YOLOv5m would generate attractive results and allow for real-time detection using EUS images. The suggested model resulted in 95% sensitivity, 75% specificity, and 0.85 AUC. Related Works:
 On the genomic scale, Long et al.  integrated data mining and multi-omics data for the identification and validation of oncogenic biomarkers of pancreatic cancer. They constructed their prediction model based on a random forest (RF) algorithm because it is an easy-to-comprehend approach. They successfully explored hidden biological insights from multi-omics data and suggested robust biomarkers for early diagnosis, prognosis, and management of PC. The proposed RF model reported an accuracy of 96%."
"The Application of Artificial Intelligence in Detecting Breast Lesions with Medical Imaging: A Literature Review","https://scispace.com/paper/the-application-of-artificial-intelligence-in-detecting-1d7vjh5n","2023","Journal Article","International Journal of Biomedicine","Salem Saeed Alghamdi","10.21103/article13(1)_ra1","https://scispace.com/pdf/the-application-of-artificial-intelligence-in-detecting-1d7vjh5n.pdf","Breast cancer is considered the most commonly diagnosed cancer among women worldwide. Several studies have shown that mammography screening could significantly decrease breast cancer mortality. Despite other screening modalities, such as MRI and ultrasound (US), mammography plays a vital role in detecting cancer and following up on it, due to its qualities and properties. The aim of this literature review is to look at recent studies that use AI with different medical imaging mammograms, MRI, and US, in detecting breast lesions. A literature search was carried out using Google Scholar, Semantic Scholar, medRxiv, and PubMed databases for a period of the last four years. The search terms were ""breast lesion,"" ""breast imaging,"" and ""breast cancer"" combined with ""machine learning,"" ""deep learning,"" and ""artificial intelligence."" Among these studies, only the medical imaging related to breast lesions with AI was selected. A total of 25 articles were extracted from the following databases: 4 Google Scholar, 3 Semantic Scholar, 4 medRxiv, and 14 PubMed. Only papers related to breast lesions with medical imaging modalities were extracted, and all duplications were removed. In this study, the papers were reviewed by medical imaging professionals. This literature review summarizes the most recent articles on utilizing AI in detecting breast lesions for different imaging modalities: mammogram, ultrasound, and MRI. Reviewed studies showed that AI performance in detecting lesions was significant, associated with high accuracy, sensitivity, and specificity for these modalities.","BI-RADS, Breast Imaging Reporting and Data System, DL, deep learning, CAD, computer-aided detection, CNN, convolution neural network, MRI, magnetic resonance imaging, ML, machine learning, NNA, neural network artificial, US, ultrasound Introduction:
 Breast cancer is considered the most commonly diagnosed cancer among women worldwide.  Several studies have shown that mammography screening could significantly decrease breast cancer mortality.  Despite other screening modalities, such as MRI and ultrasound (US), mammography plays a vital role in detecting cancer and following up on it, due to its qualities and properties.  About 20%-30% of breast cancers can be missed in mammography because of poor positioning, interpretation error, and dense parenchyma-obscuring lesions.  By reviewing many images, radiologists have identified the mammographic differences between noncancer and cancer, and these images have been shared among radiologists, who utilized their morphological characteristics.  In order to enhance the radiologists' performance, the traditional computer-aided detection (CAD) system was introduced and used in 83% of digital mammography examinations.  CAD was developed to help mammogram interpretation, especially in terms of cancer detection i.e., sensitivity.  However, CAD efficiency is controversial as some studies suggest that CAD can improve cancer detection, while large studies illustrate conflicting results for assessing the radiologist's performance in 40 facilities over four-year intervals. They found that CAD led to reduced accuracy in detecting cancer and it increased biopsy recommendations.  Moreover, important information in CAD is susceptible to being lost when designing humaninterpretation descriptors. In developed AI-based CAD, the artificial intelligence (AI) algorithms extract mammographic characteristics as descriptors. The main difference between self-learned and human-designed descriptors is the success factor of deep learning (DL) algorithms. Several studies have reported that AI could provide similar performance to medical image experts who can analyze many medical images.  The growing interest in the application of AI in medical imaging have resulted in several newer algorithms based on DL that have been developed and utilized in digital mammography, MRI, and US. Preliminary data demonstrated that the AI system can improve the radiologist's efficiency in terms of specificity, sensitivity, and time.  The aim of this literature review is to look at recent studies that use AI with different medical imaging mammograms, MRI, and US, in detecting breast lesions. Materials and Methods:
 A literature search was carried out using Google Scholar, Semantic Scholar, medRxiv, and PubMed databases for a period of the last four years. The search terms were ""breast lesion,"" ""breast imaging,"" and ""breast cancer"" combined with ""machine learning,"" ""deep learning,"" and ""artificial intelligence."" Among these studies, only the medical imaging related to breast lesions with AI was selected."
"Effectiveness of Artificial Intelligence for Personalized Medicine in Neoplasms: A Systematic Review","https://scispace.com/paper/effectiveness-of-artificial-intelligence-for-personalized-1cpt1r6a","2022","Journal Article","BioMed Research International","Sorayya Rezayi
Sharareh R. Niakan Kalhori
Soheil Saeedi","10.1155/2022/7842566","https://scispace.com/pdf/effectiveness-of-artificial-intelligence-for-personalized-1cpt1r6a.pdf","Purpose Artificial intelligence (AI) techniques are used in precision medicine to explore novel genotypes and phenotypes data. The main aims of precision medicine include early diagnosis, screening, and personalized treatment regime for a patient based on genetic-oriented features and characteristics. The main objective of this study was to review AI techniques and their effectiveness in neoplasm precision medicine. Materials and Methods A comprehensive search was performed in Medline (through PubMed), Scopus, ISI Web of Science, IEEE Xplore, Embase, and Cochrane databases from inception to December 29, 2021, in order to identify the studies that used AI methods for cancer precision medicine and evaluate outcomes of the models. Results Sixty-three studies were included in this systematic review. The main AI approaches in 17 papers (26.9%) were linear and nonlinear categories (random forest or decision trees), and in 21 citations, rule-based systems and deep learning models were used. Notably, 62% of the articles were done in the United States and China. R package was the most frequent software, and breast and lung cancer were the most selected neoplasms in the papers. Out of 63 papers, in 34 articles, genomic data like gene expression, somatic mutation data, phenotype data, and proteomics with drug-response which is functional data was used as input in AI methods; in 16 papers' (25.3%) drug response, functional data was utilized in personalization of treatment. The maximum values of the assessment indicators such as accuracy, sensitivity, specificity, precision, recall, and area under the curve (AUC) in included studies were 0.99, 1.00, 0.96, 0.98, 0.99, and 0.9929, respectively. Conclusion The findings showed that in many cases, the use of artificial intelligence methods had effective application in personalized medicine.","REFINED CNN model. Reference: [91] The highest performance: 0.84 (i) This method did not show ideal results when applied to an external set but it provided a valid proof of principle starting point, termed for future improvement. Reference:
 Sensitivity: 95% Specificity: 83% AUC: 0.89 The type of selected cancers and type of inputs (source of omics data) are displayed in detail in Figure . However, in Figure , the distribution of papers by the type of care and input is depicted. Reference:
 3.6. Distribution of Selected Papers by Effectiveness. The effectiveness of selected AI methods in various reviewed papers is shown in Table . The results showed that AI algorithms have the potential and capacity to predict, diagnose, and treat cancer (drug-chemotherapy evacuation, etc.). These methods can classify or stage patients and provide better therapy measures. The performance of applied methods was validated and evaluated by different beforementioned criteria, including accuracy, sensitivity, specificity, AUC of ROC, Mean Average Error (MAE), and F-measure. Maximum values of the assessment indicators such as accuracy, sensitivity, specificity, precision, recall, AUC, F-score were calculated to be 0.99, 1.00, 0.96, 0.98, 0.99, and 0.9929, 0.98, respectively. These reported criteria showed that the performance of the methods was at a significant level. Hence, many of the algorithms proposed in reviewed studies have effectively performed early detection of cancers, predicting response to treatment, and screening through personalized medicine. Reference:
 3.7. The Distribution of Citations Based on the Type of Presented Care by AI Methods. Based on extracted results, in 41% of studies, the main purpose of using genomic data in artificial intelligence was to predict the response to drugs in the treatment of cancer patients and in 12.7% of the papers, correct diagnosing of neoplasms by AI approaches was the critical care. The offered type of care in studies is displayed in Figure . Reference:
 Effectiveness Outcome  Precision: 95% (i) It might be very useful in new target recognition as well and proposing a potent drug for the newly identified target  The highest R2: 0.84 Reference:
 (i) This model provides a new method for the prediction of anticancer drugs in human tissues and can provide some reference value for the screening of anticancer drugs. Reference:
 (i) Their results demonstrate the possibility of using stem-loop expression data for accurate cancer localization."
"Artificial Intelligence for the Prediction and Early Diagnosis of Pancreatic Cancer: Scoping Review","https://scispace.com/paper/artificial-intelligence-for-the-prediction-and-early-24va6ydw","2023","Journal Article","Journal of Medical Internet Research","Zainab Jan
Farah El Assadi
Alaa Abd-Alrazaq
Puthen V. Jithesh","10.2196/44248","https://scispace.com/pdf/artificial-intelligence-for-the-prediction-and-early-24va6ydw.pdf","Background Pancreatic cancer is the 12th most common cancer worldwide, with an overall survival rate of 4.9%. Early diagnosis of pancreatic cancer is essential for timely treatment and survival. Artificial intelligence (AI) provides advanced models and algorithms for better diagnosis of pancreatic cancer. Objective This study aims to explore AI models used for the prediction and early diagnosis of pancreatic cancers as reported in the literature. Methods A scoping review was conducted and reported in line with the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews) guidelines. PubMed, Google Scholar, Science Direct, BioRXiv, and MedRxiv were explored to identify relevant articles. Study selection and data extraction were independently conducted by 2 reviewers. Data extracted from the included studies were synthesized narratively. Results Of the 1185 publications, 30 studies were included in the scoping review. The included articles reported the use of AI for 6 different purposes. Of these included articles, AI techniques were mostly used for the diagnosis of pancreatic cancer (14/30, 47%). Radiological images (14/30, 47%) were the most frequently used data in the included articles. Most of the included articles used data sets with a size of <1000 samples (11/30, 37%). Deep learning models were the most prominent branch of AI used for pancreatic cancer diagnosis in the studies, and the convolutional neural network was the most used algorithm (18/30, 60%). Six validation approaches were used in the included studies, of which the most frequently used approaches were k-fold cross-validation (10/30, 33%) and external validation (10/30, 33%). A higher level of accuracy (99%) was found in studies that used support vector machine, decision trees, and k-means clustering algorithms. Conclusions This review presents an overview of studies based on AI models and algorithms used to predict and diagnose pancreatic cancer patients. AI is expected to play a vital role in advancing pancreatic cancer prediction and diagnosis. Further research is required to provide data that support clinical decisions in health care.","independently perform the study selection and data extraction, with perfect agreement in all phases. Moreover, reviewing the data source and platforms used for the AI models and providing the purpose and features of all AI technologies listed in the included studies have strengthened this work. Limitations:
 This study has the following limitations. Articles related to treatment and drug discovery for pancreatic cancer were not included in this review. Only preprint and journal articles were included, while thesis, review articles, conference abstracts, and review reports were excluded to reduce the complexity of the results. Our included data belonged to 14 countries, as we limited our search to articles from the aforementioned 5 databases. Hence, data from other databases that were published in other countries were not reviewed, potentially reducing the comprehensiveness of our study. Articles published in other languages such as Chinese and French were also not considered. Our search query was not related to specific types of devices, technology, model, or application. Thus, we probably skipped several articles with these terms in their title or abstract instead of using ""artificial intelligence."" Conclusion:
 This scoping review was done to support the existing evidence on the role of AI technology in pancreatic cancer diagnosis. We summarized the AI models and algorithms that have been used for prediction and early diagnosis. The use of AI to fight pancreatic cancer is still in its infancy. We believe that this review will help the scientific community to better understand the applications of AI technologies required for risk prediction and diagnosing pancreatic cancer. We also believe that AI techniques offer further unexploited potential in health care for cancer risk prediction and diagnosis, but additional research in this area is needed. For AI to be properly accepted in the real world, standardized protocols to be followed by researchers on AI are required. In addition, more AI ethics research, explainable AI research, and public education initiatives are required."
"Evaluation of the Combination of Artificial Intelligence and Radiologist Assessments to Interpret Malignant Architectural Distortion on Mammography","https://scispace.com/paper/evaluation-of-the-combination-of-artificial-intelligence-and-2jsbb2bg","2022","Journal Article","Frontiers in Oncology","Yun Wan
Yunfei Tong
Yuanyuan Liu
Yang Huang
Guoyan Yao
Dan Chen
Bo Liu","10.3389/fonc.2022.880150","https://scispace.com/pdf/evaluation-of-the-combination-of-artificial-intelligence-and-2jsbb2bg.pdf","Purpose To compare the mammographic malignant architectural distortion (AD) detection performance of radiologists who read mammographic examinations unaided versus those who read these examinations with the support of artificial intelligence (AI) systems. Material and Methods This retrospective case-control study was based on a double-reading of clinical mammograms between January 2011 and December 2016 at a large tertiary academic medical center. The study included 177 malignant and 90 benign architectural distortion (AD) patients. The model was built based on the ResNeXt-50 network. Algorithms used deep learning convolutional neural networks, feature classifiers, image analysis algorithms to depict AD and output a score that translated to malignant. The accuracy for malignant AD detection was evaluated using area under the curve (AUC). Results The overall AUC was 0.733 (95% CI, 0.673-0.792) for Reader First-1, 0.652 (95% CI, 0.586-0.717) for Reader First-2, and 0.655 (95% CI, 0.590-0.719) for Reader First-3. and the overall AUCs for Reader Second-1, 2, 3 were 0.875 (95% CI, 0.830-0.919), 0.882 (95% CI, 0.839-0.926), 0.884 (95% CI, 0.841-0.927),respectively. The AUCs for all the reader-second radiologists were significantly higher than those for all the reader-first radiologists (Reader First-1 vs. Reader Second-1, P= 0.004). The overall AUC was 0.792 (95% CI, 0.660-0.925) for AI algorithms. The combination assessment of AI algorithms and Reader First-1 achieved an AUC of 0.880 (95% CI, 0.793-0.968), increased than the Reader First-1 alone and AI algorithms alone. AI algorithms alone achieved a specificity of 61.1% and a sensitivity of 80.6%. The specificity for Reader First-1 was 55.5%, and the sensitivity was 86.1%. The results of the combined assessment of AI and Reader First-1 showed a specificity of 72.7% and sensitivity of 91.7%. The performance showed significant improvements compared with AI alone (p<0.001) as well as the reader first-1 alone (p=0.006). Conclusion While the single AI algorithm did not outperform radiologists, an ensemble of AI algorithms combined with junior radiologist assessments were found to improve the overall accuracy. This study underscores the potential of using machine learning methods to enhance mammography interpretation, especially in remote areas and primary hospitals.","Reader Second-1, it was 85.2%. The performance of the combined assessment of AI algorithms and Reader Second-1 was better than the combination AI algorithms and Reader First-1, as was the combination of AI algorithms and reader consensus. DISCUSSION:
 The current work demonstrates that AD remains a challenging task for readers, even in the digital era. Radiologists have been reported to demonstrate poor performance in differentiating between benign and malignant tissues . The best performance of Reader First-1 had an overall AUC of 0.733 for the detection of cancer via diagnostic mammography. The two other first readers had overall AUCs of 0.652 and 0.655. The best performance of Reader Second-3 had an overall AUC of 0.884 for the detection of malignant AD via diagnostic mammography. The two other second readers had overall AUCs of 0.875 and 0.882. The AI performance showed an overall AUC of 0.792. The computer algorithm reached, and in some comparisons surpassed, the performance level of junior radiologists in assessing malignant AD on mammography. However, the performance levels for AI algorithms did not outperform the assessments of all senior breast radiologists or consensus. DISCUSSION:
 There was additional improvement in performance when models and junior doctors had access to clinical variables, including the patients' age and breast density. The subgroup analysis of AUCs in our study showed a decreased performance for younger vs. older women and for higher vs. lower breast density on mammography. This is in line with prior studies showing decreased mammographic sensitivity in younger women and those with higher mammographic density . Dense glands in Asian women may increase the difficulty of detecting AD. However, for senior doctors who have rich experience in breast imaging diagnosis, the influence of patient age and gland density on diagnosis can be ignored. In addition, the patient's clinical data, clinical history, and prior imaging examinations were not adequately referenced. The machine learning and deep learning (ML-DL) models that combined information from both images and clinical data performed better than the ML-DL models trained on images or clinical data alone . The AI algorithms did not exploit the use of prior imaging examinations from the same women. The findings suggest that for future algorithm development, prior images from the same women should be used to detect early breast cancer. The changes can be observed by comparing prior and subsequent imaging examinations, especially for AD detection."
"AI-Assisted Breast Imaging","https://scispace.com/paper/ai-assisted-breast-imaging-1dbmjjz64zr5","2024","Journal Article","","Lulu Wang","10.5772/intechopen.1005912","https://scispace.compdf/ai-assisted-breast-imaging-1dbmjjz64zr5.pdf","Artificial intelligence has the potential to improve breast cancer detection and diagnosis. This study aims to explore the latest advances in artificial intelligence-assisted breast imaging technology, with a particular focus on multimodal imaging. By exploring the potential of artificial intelligence in single and multimodal breast imaging, this study aims to contribute to the ongoing efforts to improve breast cancer detection and diagnosis. This study will analyze how artificial intelligence techniques can effectively improve breast cancer detection and diagnosis using single and multimodal imaging techniques. The challenges and future research directions of artificial intelligence assisted breast imaging will be discussed. ","Liu et al. investigated the effectiveness of a DL model using multiple types of medical images to identify the molecular subtype of breast cancer. The researchers found that a combination of DL and multimodal imaging is essential to diagnose breast cancer and select treatment plans. Integration of AI and multimodal imaging:
 In 2023, Cruz-Ramos et al.  introduced a new Computer-Aided Diagnostic (CAD) system using DL and handcrafted features to classify benign and malignant tumors in ultrasound and mammography images. Integration of AI and multimodal imaging:
 The new systems were evaluated and compared with recent state-of-the-art systems, obtaining ACC of 97.6%, PRE of 98%, Recall of 98%, F1-Score of 98%, and IBA of 95%. Integration of AI and multimodal imaging:
 Yang et al.  tested a DL model using ultrasound and mammography images to predict breast lesions in patients with dense breasts. The results showed that the combined performance of the DL model showed AUC values of 0.940 in the test group and 0.906 in the validation group. Integration of AI and multimodal imaging:
 [62] used a combination of PET/CT imaging and DL techniques to analyze images and determine the likelihood of complete recovery from breast cancer in patients who underwent chemotherapy. The deep CNN model could predict complete recover y. Integration of AI and multimodal imaging:
 Zhang et al.  developed the multimodal DL with intra-and inter-modality attention modules (MDL-IIA) to uncover important connections between mammography and ultrasound. Integration of AI and multimodal imaging:
 Compared to other cohort models, the proposed MDL-IIA model obtained the highest performance in predicting four-category molecular subtypes, with a Matthews correlation coefficient (MCC) of 0.837 (95% confidence interval [CI]: 0.803, 0.870). Integration of AI and multimodal imaging:
 Additionally, the proposed model effectively distinguishes between luminal and non-luminal diseases, with an area under the receiver operating characteristic curve of 0.929 (95% CI: 0.903, 0.951). Integration of AI and multimodal imaging:
 Han et al.  used mammography and ultrasound images to develop a combined ResNet50 model that achieved an AUC of 0.882. Tian et al. Integration of AI and multimodal imaging:
 [65] developed a model using radiomic and deep features from breast tomosynthesis and ultrasound images to distinguish between benign and malignant tumors with an accuracy of 0.953 and an AUC of 0.959. Challenges and future works:
 Integrating AI-powered tools in clinical practice holds significant potential, but several limitations must be addressed before successful implementation. One of the primary concerns is algorithm bias, which arises due to AI algorithms' significant dependence on training datasets. Challenges and future works:
 Inaccurate recommendations resulting from biased datasets can exacerbate healthcare disparities, highlighting the need to develop diverse and representative datasets that consider age, race, and socioeconomic status variations. Continuous monitoring and auditing of AI-assisted tools should also be conducted to identify and mitigate bias effectively. Challenges and future works:
 Validation of AI-assisted diagnostic tools is critical to ensure their accuracy and safety. Regulatory frameworks must be established to govern the development, deployment, and use of AI tools, emphasizing patient safety, privacy, and ethical considerations."
"The Role of Artificial Intelligence in Early Cancer Diagnosis","https://scispace.com/paper/the-role-of-artificial-intelligence-in-early-cancer-1xgt5wzs","2022","Journal Article","Cancers","B. Hunter
Sumeet Hindocha
R. Lee","10.3390/cancers14061524","https://scispace.com/pdf/the-role-of-artificial-intelligence-in-early-cancer-1xgt5wzs.pdf","Simple Summary Diagnosing cancer at an early stage increases the chance of performing effective treatment in many tumour groups. Key approaches include screening patients who are at risk but have no symptoms, and rapidly and appropriately investigating those who do. Machine learning, whereby computers learn complex data patterns to make predictions, has the potential to revolutionise early cancer diagnosis. Here, we provide an overview of how such algorithms can assist doctors through analyses of routine health records, medical images, biopsy samples and blood tests to improve risk stratification and early diagnosis. Such tools will be increasingly utilised in the coming years. Abstract Improving the proportion of patients diagnosed with early-stage cancer is a key priority of the World Health Organisation. In many tumour groups, screening programmes have led to improvements in survival, but patient selection and risk stratification are key challenges. In addition, there are concerns about limited diagnostic workforces, particularly in light of the COVID-19 pandemic, placing a strain on pathology and radiology services. In this review, we discuss how artificial intelligence algorithms could assist clinicians in (1) screening asymptomatic patients at risk of cancer, (2) investigating and triaging symptomatic patients, and (3) more effectively diagnosing cancer recurrence. We provide an overview of the main artificial intelligence approaches, including historical models such as logistic regression, as well as deep learning and neural networks, and highlight their early diagnosis applications. Many data types are suitable for computational analysis, including electronic healthcare records, diagnostic images, pathology slides and peripheral blood, and we provide examples of how these data can be utilised to diagnose cancer. We also discuss the potential clinical implications for artificial intelligence algorithms, including an overview of models currently used in clinical practice. Finally, we discuss the potential limitations and pitfalls, including ethical concerns, resource demands, data security and reporting standards.","that can detect early-stage cancers on scan or biopsy images with high accuracy, and some had a proven impact on workflow triage. Many commercial solutions for automated cancer detection are becoming available, and we are likely to see increasing adoption in the coming years. Conclusions:
 In the setting of symptomatic patient decision-support, we argue that caution is needed to ensure that models are validated and published in peer-reviewed journals before use. Moreover, we identified a number of challenges to the implementation of AI, including data anonymisation and storage, which can be time-consuming and costly for healthcare institutions. We also addressed model bias, including the under-reporting of important demographic information such as race and ethnicity, and the implications this can have on generalisability. Conclusions:
 In terms of how study quality and model uptake can be improved going forwards, quality assurance frameworks (such as SPIRIT-AI), and methods to standardise radiomic feature values across institutions, as proposed by the image biomarker standardisation initiative, may help . Moreover, disease-specific, 'gold standard' test sets could help clinicians benchmark multiple competing models more readily. Conclusions:
 Despite the above challenges, the implications of AI for early cancer diagnosis are highly promising, and this field is likely to grow rapidly in the coming years."
"Machine Learning Research on Breast and Lung Cancer Detection","https://scispace.com/paper/machine-learning-research-on-breast-and-lung-cancer-u9tbmgyy","2023","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","Anuradha Reddy","10.48175/ijarsct-9016","https://scispace.com/pdf/machine-learning-research-on-breast-and-lung-cancer-u9tbmgyy.pdf","As the diagnosis of these cancer cells at late stages causes greater pain and raises the likelihood of death, the initial-state cancer finding is crucial to giving the patient the proper care and reducing the risk of dying from cancer. The publication offers a chance to research breast and lung cancer detection techniques as well as various algorithms for cancer early detection. With the aid of various image kinds and test results data sets, hybrid approaches are utilized to identify lung and breast cancer based on the size and form of the cells. The basic concept of breast and lung cancer block diagram is also explained in this study, with an emphasis on the difficulties and potential future applications of cancer detection and diagnosis techniques.","procedures. Each model has a coefficient (weight) that is typically inversely related to how accurate it is in classifying data. Due to the fact that they can still influence the ultimate decision, this only partially resolves the issue of subpar models. IV. CONCLUSION:
 In the research, we provide a thorough assessment of the available machine learning-based diagnostic techniques for early identification of breast and lung cancer, which can help patients, receive better care. A variety of models based on voting have been widely utilized in machine learning to predict cancer. The deep-learning multimodal technique is effective for detecting cancer. Additionally, we must create cutting-edge instruments with great sensitivity and specificity for the detection of cancer."
"Clinical Applications of Artificial Intelligence on Accuracy of Cancer Prediction, Detection, and Diagnosis","https://scispace.com/paper/clinical-applications-of-artificial-intelligence-on-accuracy-f3xu8nx55r","2020","Journal Article","","William Huang
Chunli Zhao
Xiujun Fan","10.23958/IJIRMS/VOL05-I10/978","https://scispace.com/pdf/clinical-applications-of-artificial-intelligence-on-accuracy-f3xu8nx55r.pdf","Ever since the world entered the age of information, scientists have looked into the developments and applications of the growing prospects of machine learning and neural networks. In particular, the ability for deep learning machines to determine the risk, survivability, and prognosis of tumors based on medical cancer databases has intrigued healthcare researchers seeking to improve these algorithms in recent years. There are distinct aspects of medical procedures where artificial intelligence (AI) training can be applied; for example, the calculation of risk scores for patients based on mammographic screening, analysis of the presence of biomarkers like spermine and other polyamines in fluids surrounding tumors, genomic and epigenetic assessments to map genes that influence cancer expression, as well as the utilization of metabolomic data from FTIR spectroscopy of a patient’s biofluids to help make a more reproducible and conclusive diagnosis. The goal of this review is to discuss the progress of AI and deep learning in clinical procedures and applications in recent years and evaluate the efficacy of certain AI methods for tumor diagnosis, prognosis, and prediction based on patient information from available medical databases.","a HOG descriptor, MLP-ANN, and Voss numerical mapper was versatile in automated cancer prediction, with several biomarkers for lung cancer on a single platform. Another benefit was cooperation with NGS genomic-based technology, allowing high prediction accuracies. Developments in DNA Microarrays and Genomics with Machine Learning Classification from 2000s to 2020s:
 In more recent years, machine learning research has branched DNA based assessments to include epigenetic factors as well. In particular, in July 2019, clinicians from the AACR developed a combined genomic and epigenetic mutation assessment on ctDNA presence to increase the assay sensitivity in early stage CRC. This model was based on a machine learning classifier trained on 111 ctDNA samples (38 late stage, 10 early stage, and 63 healthy controls). With their plasma-only assay that included somatic genomic variant detection and epigenomic analysis in conjunction with the ML classifier for filtering, the ctDNA detection rate for early stage CRC was 94%, with 94% specificity, exceeding the detection rate of somatic genomic variant detection alone  . Consequently, the clinicians emphasized the implications of patient ctDNA detection rate in medical utility and early stage management, working as a significant indicator of stage I-III CRC. Conclusions and Future Perspectives:
 The impacts of machine learning and later, deep learning on clinical data and diagnostics were relatively new, having expanded in generalizability and predictive power in the last few decades. The advantages and drawbacks of AI-based cancer screening are listed in table 1 and divided into three subcategories: image analysis, biofluid analysis, and genetic analysis. When comparing the general trends of the advancements regarding each method over time, the contrast of reports from the 1990s to the 2020s establish an increase in the clinical translation of deep learning and machine learning tools, decreasing costs, healthcare worker burdens, human error, and biopsies per cancer detected. Newer methods like FTIR spectroscopy, salivary metabolomics, and combined genomic/epigenetic assessments work with alternative tree-based classifiers and convolutional ANNs to elevate predictive performance, sensitivity, and specificity beyond predecessors that worked with smaller and less homogenous data sets. As patient databases multiply in size and availability in the future, the clinical implications may reveal a similar trend in expanding predictive accuracy in cancer screening methods, decreasing both clinical trial and patient healthcare costs, and increasing the rate at which patients are diagnosed in early stage cancers. Conclusions and Future Perspectives:
 Currently, more research needs to be conducted in the field of proper, effective initial neural network training and multi-gene dependent cancer expression factors in order to deliver more pinpoint classification and allow AI models to learn specific features to select in genomic assessments, respectively. ANNs, the combined system provides a better illness severity judgement and decreases interpatient variability, decreasing the cost of clinical trials. • The early detection and characterization of breast cancer allows for the conservation of MRIs for patients who need it most, further decreasing biopsies per cancer detected  . Conclusions and Future Perspectives:
 • During classification, neural networks are susceptible to learning irrelevant features if there are flaws in training setup  ."
